Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Unknown,110.3017,110.3017,0.3556,153.7537,153.0762,152.5543,592.5484,1137.7079,871.4389,0.7254,343,387,567,6.7088,4.2152,629.0000,6.9273,4.5367,629.0000,0.3216,0.2031,0.2565,0.3689,3.8988,71.5216,0.6520,11.8508,21.2986,11.8508,67.8362,706.0630,10.1499,50.0000,-35.0000,0.4894,0.6714,0.0985,42.6761,4.2046,33,60,47,139.8886,28.6533,1,93.7615,1.0044,0.9922,0.9966,1.3110,0.0000,0.0000,0.0000,30.2674,0.0000,0,0.0000,0.0000,47702.0000,0.1111,0.4436,BB63A5A16B7311ED8FA800301809E817,871.4389,5058.8143,11.9691
Unknown,127.3490,131.1242,0.6867,146.0628,145.1466,144.4974,837.5063,1355.6728,1081.0784,0.7254,381,606,794,7.6083,4.6916,1000.0000,7.6589,4.8123,1000.0000,0.1207,0.4144,0.3209,0.7415,3.1163,57.8515,0.7804,12.7336,17.0066,12.9210,40.8426,821.5310,7.6595,10.0000,-45.0000,0.9202,0.5208,0.1306,39.6977,5.1828,40,45,52,128.5209,20.6739,1,89.7611,1.0063,0.9893,0.9955,1.5516,0.0000,0.0000,0.0000,20.5059,0.0000,0,0.0000,0.0000,49095.0000,0.2476,0.2513,ABEAC63E6B7411ED8FA800301809E817,1081.0784,2575.4381,13.4199
Unknown,81.0816,85.8775,0.2214,160.5985,160.6543,160.4201,439.8320,231.1842,549.2215,0.7254,397,262,1459,7.5347,4.6376,1000.0000,7.5478,4.8220,1000.0000,0.1844,0.0721,0.2532,0.3432,3.9488,68.5549,0.7860,10.1605,20.2709,10.4567,59.1250,857.0780,10.3084,-85.0000,5.0000,0.2373,0.8082,0.0970,39.0414,3.7874,34,67,34,139.3680,31.5549,1,85.6576,0.9997,0.9989,0.9985,1.2495,0.0000,0.0000,0.0000,22.4553,0.0000,0,0.0000,0.0000,37490.0000,0.1279,0.4988,ABEAEEAC6B7411ED8FA800301809E817,549.2215,4361.3176,5.4405
Unknown,94.7518,94.7518,0.5450,161.2574,160.8152,160.1419,1036.1201,565.8283,693.8166,0.7254,399,686,1304,7.2885,4.4802,1000.0000,7.3432,4.6655,1000.0000,0.1852,0.5087,0.6602,0.7440,1.5146,47.8499,0.9665,10.9837,13.7423,10.9837,76.0000,859.2190,2.3289,40.0000,-55.0000,0.0843,0.9223,0.4294,19.2697,8.2741,35,44,43,123.9472,17.7723,1,55.0877,1.0028,0.9931,0.9958,1.1513,0.0000,0.0000,0.0000,32.2722,0.0000,0,0.0000,0.0000,37556.0000,0.4756,0.2007,ABEAF37C6B7411ED8FA800301809E817,693.8166,1358.8668,9.0675
Unknown,100.0416,100.0416,0.9299,164.2785,163.7816,162.7342,1313.6747,724.5093,752.7227,0.7254,410,944,1613,5.4574,4.0543,48.0000,5.8884,4.4706,48.0000,0.4164,0.9014,0.9268,0.9925,1.0789,42.1269,1.0000,11.2861,11.9893,11.2861,39.7414,892.6090,1.0000,-70.0000,0.0000,0.0000,1.0694,1.0000,11.8704,11.8704,3,40,40,145.2437,12.6945,1,47.4817,1.0030,0.9906,0.9936,1.1271,0.0000,0.0000,0.0000,33.0695,0.0000,0,0.0000,0.0000,45897.0000,0.7836,0.0586,ABEB12086B7411ED8FA800301809E817,752.7227,902.3493,11.2437
Unknown,85.8775,100.0416,0.9396,160.8221,159.5587,158.5658,926.4636,865.2960,598.6632,0.7254,421,808,1775,7.5645,4.6911,1000.0000,7.6086,4.8726,1000.0000,0.1814,0.6395,0.5603,0.9090,1.7847,44.6729,0.9405,10.4567,12.7549,11.2861,45.2740,931.9220,3.3041,-40.0000,45.0000,0.6570,0.6035,0.3027,23.4394,7.0941,12,42,41,156.6441,14.1453,1,61.0669,1.0079,0.9860,0.9938,1.3670,0.0000,0.0000,0.0000,37.4602,0.0000,0,0.0000,0.0000,44017.0000,0.3047,0.1802,ABEB32676B7411ED8FA800301809E817,598.6632,1086.5129,11.2437
Unknown,127.3490,134.9103,0.7811,164.1021,163.4476,162.4424,1939.0184,1032.9250,1081.0784,0.7254,431,1029,1474,7.6027,4.7048,1000.0000,7.6351,4.7919,1000.0000,0.0870,0.7960,0.9050,0.9552,1.1050,48.7644,1.0000,12.7336,14.0647,13.1062,46.1077,964.6410,1.0000,-65.0000,10.0000,0.0000,1.1539,1.0000,13.5155,13.5155,41,45,41,120.0681,15.5961,1,54.0618,1.0040,0.9899,0.9938,1.1086,0.0000,0.0000,0.0000,17.3776,0.0000,0,0.0000,0.0000,45866.0000,0.8138,0.0946,ABEB4B206B7411ED8FA800301809E817,1081.0784,1456.7668,11.2437
Unknown,89.8986,93.5357,0.7750,152.3986,151.6770,150.9519,1278.7198,582.9247,641.1994,0.7254,453,705,422,7.7455,4.8410,1000.0000,7.7712,4.8970,1000.0000,0.0560,0.8223,0.8959,0.9584,1.1162,41.7336,1.0000,10.6987,11.8281,10.9130,68.3158,1037.6880,1.0000,40.0000,-35.0000,0.0000,1.2024,1.0000,11.7642,11.7642,36,41,39,134.8625,14.1453,1,47.0567,1.0048,0.9905,0.9952,1.1276,0.0000,0.0000,0.0000,38.3408,0.0000,0,0.0000,0.0000,39245.0000,0.7843,0.0955,ABEBA0856B7411ED8FA800301809E817,641.1994,866.4392,9.0675
Unknown,79.8879,79.8879,0.3923,156.2406,155.8872,155.7669,453.5602,615.1526,537.1377,0.7254,477,835,809,7.6503,4.7565,1000.0000,7.6835,4.9232,1000.0000,0.1667,0.2077,0.3037,0.4411,3.2927,58.0170,0.6504,10.0855,17.0066,10.0855,66.9667,1100.9060,8.2228,-70.0000,20.0000,0.4847,0.6735,0.1216,33.9257,4.1258,37,52,45,148.8496,22.8501,1,76.1029,1.0023,0.9970,0.9992,1.3117,0.0000,0.0000,0.0000,36.9019,0.0000,0,0.0000,0.0000,39594.0000,0.1317,0.4070,ABEBDECD6B7411ED8FA800301809E817,537.1377,2575.4381,8.3421
Unknown,94.7518,98.4105,0.6081,152.6073,151.7162,150.8251,1391.4676,534.7651,693.8166,0.7254,490,806,288,7.5741,4.6798,1000.0000,7.6010,4.8180,1000.0000,0.1383,0.6424,0.7627,0.8699,1.3112,45.0353,1.0000,10.9837,12.8960,11.1938,69.6349,1136.4840,1.4098,-85.0000,0.0000,0.0000,1.1205,0.7093,15.2137,10.7913,13,47,37,130.9835,17.0469,1,52.0101,1.0059,0.9883,0.9941,1.1549,0.0000,0.0000,0.0000,40.9127,0.0000,0,0.0000,0.0000,39688.0000,0.6248,0.1483,ABEC00546B7411ED8FA800301809E817,693.8166,1122.9585,9.0675
