Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Cyanobacteria,53.1232,91.1091,0.9121,141.2944,140.8985,140.4873,1164.0567,623.9234,291.2659,0.7254,51,469,1407,4.7131,3.9590,32.0000,5.6708,4.4563,32.0000,0.4973,0.8773,0.9347,0.9888,1.0699,40.2961,1.0000,8.2243,11.2840,10.7705,35.9818,107.3120,1.0000,-25.0000,-90.0000,0.0000,1.1134,1.0000,11.4015,11.4015,11,23,24,128.1066,12.6945,1,45.6059,1.0028,0.9943,0.9971,1.1318,0.0000,0.0000,0.0000,5.4282,0.0000,0,0.0000,0.0000,25237.0000,0.7230,0.2712,108A132ECEBE11EB89A700301809E817,291.2659,752.2944,10.5183
Cyanobacteria,104.1324,120.2496,0.6288,136.1135,133.0798,130.2209,1982.8073,765.6001,799.3602,0.7254,52,173,1739,4.9305,3.9180,30.0000,5.7742,4.5854,30.0000,0.6674,0.6746,0.7832,0.8729,1.2768,49.0650,1.0000,11.5146,14.1655,12.3736,121.0896,107.7340,1.1116,-85.0000,-25.0000,0.0000,1.1170,0.8996,14.6119,13.1445,12,30,25,109.4049,16.3215,1,55.5126,1.0228,0.9567,0.9785,1.1314,0.0000,0.0000,0.0000,15.8048,0.0000,0,0.0000,0.0000,35666.0000,0.8783,0.1871,108A1357CEBE11EB89A700301809E817,799.3602,1488.2975,9.0675
Cyanobacteria,87.4833,90.7054,0.6768,124.2772,122.9474,121.3088,773.1009,658.7528,615.5333,0.7254,56,725,157,4.4329,3.7758,33.0000,5.6339,4.2958,33.0000,0.5200,0.4583,0.5195,0.8017,1.9248,44.3573,0.9316,10.5540,12.6945,10.7466,36.9041,118.5000,3.7825,15.0000,-90.0000,0.6239,0.6158,0.2644,24.1490,6.3845,13,22,27,116.9965,14.8707,1,61.0669,1.0108,0.9761,0.9867,1.3767,0.0000,0.0000,0.0000,11.3290,0.0000,0,0.0000,0.0000,33344.0000,0.0341,0.1686,108A13F1CEBE11EB89A700301809E817,615.5333,1071.1380,9.7929
Cyanobacteria,76.7155,76.7155,0.5787,134.6395,131.6822,128.8643,506.9148,699.6151,505.4620,0.7254,89,203,660,4.9141,3.7606,33.0000,5.6945,4.4012,33.0000,0.6407,0.4559,0.3844,0.6016,2.6016,44.9710,0.8139,9.8832,12.8154,9.8832,91.5570,172.2970,6.0067,40.0000,-40.0000,0.8310,0.5461,0.1665,28.5565,4.7541,14,26,26,107.2132,15.5961,1,66.6212,1.0225,0.9571,0.9786,1.4814,0.0000,0.0000,0.0000,16.6925,0.0000,0,0.0000,0.0000,27661.0000,0.3350,0.2288,108A19EBCEBE11EB89A700301809E817,505.4620,1102.0343,9.0675
Cyanobacteria,204.1614,218.6442,0.8431,119.5508,117.7166,116.2585,3396.7281,2209.5571,2194.4431,0.7254,93,626,656,4.7123,3.7202,31.0000,5.5700,4.3830,31.0000,0.6628,0.8514,0.9248,0.9809,1.0813,59.2468,1.0000,16.1229,17.3290,16.6849,74.0390,177.7190,1.0000,-85.0000,0.0000,0.0000,1.1799,1.0000,16.2926,16.2926,15,34,30,101.8966,19.2231,1,65.1704,1.0156,0.9725,0.9876,1.1000,0.0000,0.0000,0.0000,17.6866,0.0000,0,0.0000,0.0000,57164.0000,0.8233,0.0696,108A1A85CEBE11EB89A700301809E817,2194.4431,2724.7027,15.5961
Cyanobacteria,28.5802,28.9220,0.5009,145.7287,144.8295,142.0078,127.3855,222.9456,114.9378,0.7254,15,664,220,4.5688,3.7570,31.0000,5.7317,4.4310,31.0000,0.6740,0.4438,0.2205,0.4572,4.5361,39.3255,0.6280,6.0324,11.0221,6.0683,80.8472,74.6560,12.1685,5.0000,-45.0000,1.1499,0.4651,0.0822,28.8514,2.3710,16,24,26,115.3333,13.4199,1,62.4448,1.0062,0.9745,0.9805,1.5879,0.0000,0.0000,0.0000,15.7929,0.0000,0,0.0000,0.0000,14878.0000,0.3381,0.4527,108AB55DCEBE11EB89A700301809E817,114.9378,701.1093,6.1659
Cyanobacteria,25.2031,26.2082,0.7714,150.8908,150.7059,151.8235,88.2204,431.9350,95.1798,0.7254,35,322,1043,4.7594,3.8901,31.0000,5.7010,4.3456,31.0000,0.4555,0.5202,0.1365,0.4514,7.3266,36.8382,0.5661,5.6648,10.1959,5.7766,66.5393,131.4370,20.9694,40.0000,-55.0000,1.8902,0.3460,0.0477,36.6902,1.7497,17,23,22,124.1933,12.6945,1,76.8799,1.0012,1.0062,1.0074,2.0870,0.0000,0.0000,0.0000,10.1875,0.0000,0,0.0000,0.0000,14779.0000,0.3717,0.4444,108AB862CEBE11EB89A700301809E817,95.1798,554.9774,7.6167
Cyanobacteria,58.8147,83.0759,0.6747,141.4057,141.9151,140.5849,984.2787,449.2696,339.3067,0.7254,36,410,1088,4.5275,3.6211,54.0000,5.8061,4.2805,54.0000,0.6594,0.7099,0.7088,0.9060,1.4109,40.7858,1.0000,8.6536,11.4049,10.2847,73.9016,133.0780,1.9084,-35.0000,-90.0000,0.1155,0.8965,0.5240,16.5876,8.6921,18,20,25,113.5991,14.8707,1,50.5593,0.9964,0.9942,0.9906,1.2396,0.0000,0.0000,0.0000,19.5705,0.0000,0,0.0000,0.0000,24083.0000,0.6299,0.2412,108AB889CEBE11EB89A700301809E817,339.3067,776.7353,8.3421
Cyanobacteria,165.5548,187.1570,0.5032,145.0975,143.8517,143.1102,599.8096,2769.0432,1602.4209,0.7254,39,569,919,5.0464,3.7086,46.0000,5.8785,4.3769,46.0000,0.6683,0.1951,0.0836,0.5128,11.9560,81.0615,0.5956,14.5186,24.2606,15.4368,80.3103,144.1410,35.5328,-5.0000,-85.0000,1.9932,0.3341,0.0281,98.7933,2.7803,19,32,53,118.1059,33.0057,1,203.1474,1.0087,0.9863,0.9948,2.5061,0.0000,0.0000,0.0000,15.3408,0.0000,0,0.0000,0.0000,55746.0000,0.2185,0.4016,108AB8FCCEBE11EB89A700301809E817,1602.4209,7476.5843,16.3215
Cyanobacteria,274.6184,274.6184,0.7545,154.5833,153.9028,153.2722,514.5131,94974.9790,3423.4046,0.7254,1,642,1595,5.5731,4.1423,39.0000,5.9309,4.5948,39.0000,0.4525,0.0000,0.0244,0.1177,40.9758,194.3484,0.1766,18.6991,60.3896,18.6991,98.0366,2.3280,126.7213,55.0000,-25.0000,2.0980,0.3228,0.0079,219.1133,1.7291,20,93,79,116.4653,70.7265,1,441.6847,1.0044,0.9915,0.9959,2.2726,0.0000,0.0000,0.0000,15.1432,0.0000,0,0.0000,0.0000,83855.0000,0.2722,0.6904,108C9A92CEBE11EB89A700301809E817,3423.4046,115314.5220,47.5137
Cyanobacteria,737.0008,747.9419,0.5912,114.2000,111.8933,109.3837,21342.8631,11466.1915,15051.0145,0.7254,30,464,1363,4.6434,4.0712,32.0000,5.7246,4.6595,32.0000,0.5883,0.5600,0.7947,0.8714,1.2584,109.5638,1.0000,30.6330,33.2878,30.8595,96.9580,44.2650,1.0000,-80.0000,15.0000,0.0000,1.3391,1.0000,30.0645,30.0645,21,62,46,77.3714,40.2597,1,120.2581,1.0206,0.9578,0.9776,1.0976,0.0000,0.0000,0.0000,26.3107,0.0000,0,0.0000,0.0000,132692.0000,0.9274,0.0798,108C9F18CEBE11EB89A700301809E817,15051.0145,19313.1851,22.8501
Cyanobacteria,19.3360,19.3360,0.3756,159.4851,157.0396,154.6337,93.3320,247.6683,63.9607,0.7254,34,809,1660,4.5701,3.9173,33.0000,5.7876,4.4613,33.0000,0.5441,0.4005,0.2469,0.2439,4.0503,40.1071,0.5580,4.9618,11.2840,4.9618,104.4603,54.0940,10.6304,-80.0000,10.0000,0.5240,0.6562,0.0941,23.7691,2.2360,22,29,17,111.6139,15.5961,1,52.0101,1.0156,0.9696,0.9847,1.2968,0.0000,0.0000,0.0000,16.9565,0.0000,0,0.0000,0.0000,11273.0000,0.4570,0.5603,108C9FB5CEBE11EB89A700301809E817,63.9607,752.2944,5.4405
Cyanobacteria,80.2856,92.3215,0.8888,134.9551,132.7416,131.3933,415.1916,1124.2373,541.1533,0.7254,64,182,1158,4.5295,3.8486,34.0000,5.7452,4.5168,34.0000,0.6682,0.5538,0.1997,0.7265,5.0077,53.6723,0.7306,10.1105,15.6565,10.8419,52.4397,94.5780,13.6590,35.0000,-45.0000,1.4977,0.4004,0.0732,46.2024,3.3826,23,30,29,122.9101,18.4977,1,99.1699,1.0167,0.9736,0.9898,1.8477,0.0000,0.0000,0.0000,11.1761,0.0000,0,0.0000,0.0000,32817.0000,0.4457,0.3542,108CA465CEBE11EB89A700301809E817,541.1533,2009.4945,13.4199
Cyanobacteria,19.0191,19.0191,0.0485,166.7900,160.8300,154.7000,53.2340,25.2836,62.3949,0.7254,80,1036,495,7.2792,4.4058,1000.0000,7.4079,4.8077,1000.0000,0.4020,0.0000,0.0931,0.0673,10.7419,73.6090,0.8333,4.9210,21.8627,4.9210,42.6762,117.0780,31.7151,-90.0000,0.0000,0.1612,0.8612,0.0315,40.8518,1.2881,24,57,8,122.2300,35.1819,1,84.2797,1.0371,0.9275,0.9619,1.1450,0.0000,0.0000,0.0000,9.0265,0.0000,0,0.0000,0.0000,12223.0000,0.2729,0.7749,108CA6E6CEBE11EB89A700301809E817,62.3949,5471.5830,1.4508
Cyanobacteria,51.6195,51.6195,0.5732,151.4819,150.2073,149.3575,223.2917,535.6487,278.9870,0.7254,99,558,404,3.5893,3.5893,1.0000,4.2288,4.2288,1.0000,0.6395,0.3311,0.2089,0.5103,4.7862,47.7301,0.6391,8.1070,13.7222,8.1070,84.5652,155.0150,12.9590,-65.0000,20.0000,0.9612,0.5099,0.0772,36.2779,2.7994,25,30,23,107.9896,18.4977,1,78.1547,1.0085,0.9860,0.9943,1.6374,0.0000,0.0000,0.0000,19.1333,0.0000,0,0.0000,0.0000,20842.0000,0.2139,0.4092,108CA9EBCEBE11EB89A700301809E817,278.9870,1352.8982,9.0675
Cyanobacteria,32.3777,32.3777,0.6897,141.1000,141.5357,141.9714,148.7695,613.0068,138.5901,0.7254,105,625,1098,5.0063,4.0818,30.0000,5.6490,4.6609,30.0000,0.5791,0.6164,0.2374,0.4029,4.2121,39.2486,0.5567,6.4206,10.9213,6.4206,40.1528,170.1400,11.1430,-70.0000,10.0000,1.1350,0.4684,0.0897,28.6512,2.5712,26,25,22,125.9357,13.4199,1,62.4448,0.9969,1.0062,1.0031,1.5910,0.0000,0.0000,0.0000,6.3698,0.0000,0,0.0000,0.0000,17631.0000,0.3841,0.4121,108CAADFCEBE11EB89A700301809E817,138.5901,682.0585,9.0675
Cyanobacteria,81.0816,105.7737,0.7216,142.0595,141.4052,141.3383,1085.8750,752.1344,549.2215,0.7254,109,684,1839,4.5623,3.9283,31.0000,5.8078,4.4772,31.0000,0.5488,0.6440,0.6155,0.8835,1.6247,49.0496,0.9456,10.1605,14.0849,11.6050,102.5882,175.2810,2.7392,70.0000,-40.0000,0.2794,0.7816,0.3651,21.8096,7.9620,27,31,27,108.9554,17.0469,1,59.5432,1.0046,0.9949,0.9995,1.2139,0.0000,0.0000,0.0000,17.7493,0.0000,0,0.0000,0.0000,29309.0000,0.6220,0.2786,108CABF9CEBE11EB89A700301809E817,549.2215,1463.0370,9.7929
Diatoms,37.6781,41.6440,0.5276,141.8581,140.4710,140.1613,154.1208,317.3881,173.9790,0.7254,2,154,1110,5.8825,4.5620,33.0000,5.1064,4.2190,33.0000,-0.3429,0.4697,0.1622,0.5228,6.1643,42.3603,0.6459,6.9263,11.9288,7.2817,21.4063,3.8590,17.3080,15.0000,-70.0000,1.4931,0.4011,0.0578,38.8826,2.2465,1,23,29,132.3677,15.5961,1,82.2582,1.0099,0.9880,0.9978,1.9419,0.0000,0.0000,0.0000,3.0011,0.0000,0,0.0000,0.0000,20517.0000,0.1618,0.4194,108A0BB9CEBE11EB89A700301809E817,173.9790,888.7690,7.6167
Diatoms,46.0380,46.0380,0.5405,146.1292,144.5281,144.5955,175.7687,1027.1769,234.9843,0.7254,17,215,1632,0.0000,0.0000,1.0000,4.1134,4.1134,1.0000,0.0000,0.5912,0.1701,0.3198,5.8784,45.7901,0.5651,7.6562,13.0975,7.6562,42.6931,32.9840,16.4067,70.0000,0.0000,1.2996,0.4349,0.0610,39.2011,2.3893,2,31,20,128.8315,17.0469,1,83.1809,1.0111,0.9895,1.0005,1.8166,0.0000,0.0000,0.0000,6.7119,0.0000,0,0.0000,0.0000,22932.0000,0.6005,0.4154,108A0E01CEBE11EB89A700301809E817,234.9843,1176.4239,8.3421
Diatoms,160.4069,179.3531,0.8683,137.2217,136.7304,135.9870,894.9737,2443.3033,1528.2645,0.7254,34,946,624,5.9092,4.3739,48.0000,5.2460,4.1611,48.0000,-0.2128,0.4529,0.1912,0.7987,5.2314,62.3306,0.8129,14.2911,18.3567,15.1116,58.5380,77.0470,14.3653,-50.0000,0.0000,2.0941,0.3232,0.0696,61.7235,4.2967,3,34,31,113.1043,19.9485,1,132.0405,1.0036,0.9910,0.9946,2.1184,0.0000,0.0000,0.0000,12.7101,0.0000,0,0.0000,0.0000,52028.0000,0.3590,0.2215,108A1099CEBE11EB89A700301809E817,1528.2645,3238.7610,16.3215
Diatoms,309.7191,362.8907,0.2384,152.5063,151.0852,149.4386,3881.0822,2125.4812,4100.3007,0.7254,36,466,1558,0.0000,0.0000,1.0000,4.0095,4.0095,1.0000,0.0000,0.0390,0.4627,0.4294,2.1612,103.2530,0.9662,19.8582,31.3131,21.4953,99.1151,77.6870,4.5709,-80.0000,15.0000,0.0869,0.9200,0.2188,46.9126,10.2633,4,67,34,102.6629,43.1613,1,114.3518,1.0094,0.9799,0.9891,1.1075,0.0000,0.0000,0.0000,20.5353,0.0000,0,0.0000,0.0000,81925.0000,0.7449,0.3658,108A10E6CEBE11EB89A700301809E817,4100.3007,16075.9563,9.0675
Diatoms,123.1678,170.7175,0.6630,137.1801,137.0672,137.4489,2055.2618,1380.6877,1028.2754,0.7254,37,746,1089,0.0000,0.0000,3.0000,4.5118,4.1392,3.0000,0.0000,0.6343,0.6508,0.8854,1.5365,56.5826,0.9738,12.5229,16.5230,14.7433,29.3614,78.7810,2.4124,10.0000,-80.0000,0.2894,0.7755,0.4145,24.7870,10.2749,5,28,33,119.3387,19.2231,1,70.1237,1.0008,1.0020,1.0028,1.2393,0.0000,0.0000,0.0000,10.8970,0.0000,0,0.0000,0.0000,44394.0000,0.5767,0.2421,108A1110CEBE11EB89A700301809E817,1028.2754,2361.9208,12.6945
Diatoms,23.8743,23.8743,0.2547,160.9565,158.4522,154.9478,94.2532,57.4751,87.7528,0.7254,41,900,316,4.8781,4.1479,31.0000,5.7572,4.4733,31.0000,0.3253,0.3585,0.1800,0.3593,5.5551,38.1295,0.8244,5.5134,10.6997,5.5134,92.9615,84.5940,15.3867,-90.0000,10.0000,0.9565,0.5111,0.0650,30.5140,1.9831,6,30,15,108.6261,15.5961,1,64.9944,1.0158,0.9627,0.9779,1.7046,0.0000,0.0000,0.0000,20.0696,0.0000,0,0.0000,0.0000,12492.0000,0.5394,0.4847,108A11AACEBE11EB89A700301809E817,87.7528,641.3681,2.9016
Diatoms,205.0368,257.6347,0.6026,139.9236,139.4263,138.7194,4730.2246,2277.2974,2208.5716,0.7254,42,542,1660,0.0000,0.0000,3.0000,5.0491,4.8147,3.0000,0.0000,0.6437,0.8515,0.8800,1.1744,66.4625,1.0000,16.1574,19.6463,18.1116,80.0706,88.5620,1.0000,-40.0000,35.0000,0.0000,1.3356,1.0000,18.1941,18.1941,7,35,36,111.4423,24.3009,1,72.7764,1.0036,0.9914,0.9949,1.0950,0.0000,0.0000,0.0000,17.3595,0.0000,0,0.0000,0.0000,62742.0000,0.8764,0.1776,108A11D0CEBE11EB89A700301809E817,2208.5716,3970.4307,14.1453
Diatoms,116.5085,118.1697,0.9164,124.6938,121.6854,117.2556,1507.3914,913.6251,946.0195,0.7254,45,475,1438,0.0000,0.0000,3.0000,4.6878,4.2935,3.0000,0.0000,0.9306,0.9634,0.9961,1.0380,44.5608,1.0000,12.1796,12.6744,12.2661,199.4068,89.8590,1.0000,-80.0000,50.0000,0.0000,1.0799,1.0000,12.4274,12.4274,8,26,25,90.9494,13.4199,1,49.7094,1.0247,0.9403,0.9636,1.1155,0.0000,0.0000,0.0000,22.6106,0.0000,0,0.0000,0.0000,32378.0000,0.9169,0.0390,108A1247CEBE11EB89A700301809E817,946.0195,1066.0454,11.2437
Diatoms,126.0931,156.1287,0.7900,132.7124,131.9024,131.4723,1344.7457,1488.4629,1065.1260,0.7254,49,325,387,7.2625,4.4463,1000.0000,7.2131,4.6531,1000.0000,0.2068,0.4472,0.4654,0.8900,2.1485,53.9917,0.9605,12.6707,15.7170,14.0993,74.4130,103.0470,4.5290,5.0000,-55.0000,0.8426,0.5427,0.2208,32.7480,7.2307,9,29,32,111.8417,17.7723,1,79.9575,1.0061,0.9907,0.9967,1.4809,0.0000,0.0000,0.0000,15.1487,0.0000,0,0.0000,0.0000,42388.0000,0.1978,0.1938,108A12E1CEBE11EB89A700301809E817,1065.1260,2032.8605,13.4199
Diatoms,127.7679,138.7071,0.9908,117.7572,113.9217,109.9478,1812.5496,1227.8296,1086.4170,0.7254,60,211,1116,0.0000,0.0000,3.0000,4.5057,4.1564,3.0000,0.0000,0.9294,0.9679,0.9973,1.0332,48.0768,1.0000,12.7546,13.8028,13.2894,82.5077,120.3900,1.0000,-70.0000,0.0000,0.0000,1.0704,1.0000,13.2150,13.2150,10,26,26,94.8460,14.1453,1,52.8599,1.0337,0.9337,0.9651,1.0995,0.0000,0.0000,0.0000,22.3639,0.0000,0,0.0000,0.0000,36326.0000,0.8939,0.0759,108A148ECEBE11EB89A700301809E817,1086.4170,1376.8781,12.6945
Diatoms,36.2519,36.2519,0.3794,131.0132,132.8808,136.1921,131.2754,1211.9783,164.1949,0.7254,72,195,686,6.2028,4.8589,37.0000,5.7229,4.4806,37.0000,-0.3783,0.2390,0.1570,0.1708,6.3699,63.8567,0.3780,6.7939,18.8201,6.7939,113.7300,132.1560,17.9560,-40.0000,60.0000,0.4266,0.7010,0.0557,37.7721,2.1036,11,28,40,110.1722,26.4771,1,79.7513,0.9859,1.0395,1.0249,1.2489,0.0000,0.0000,0.0000,17.3849,0.0000,0,0.0000,0.0000,16636.0000,0.4074,0.6390,108A1669CEBE11EB89A700301809E817,164.1949,3490.3132,9.7929
Diatoms,139.1296,145.0577,0.4807,148.9098,147.3951,145.5098,530.9240,2805.4330,1234.5054,0.7254,81,766,1296,0.0000,0.0000,32.0000,5.6318,4.3486,32.0000,0.0000,0.1015,0.1192,0.3951,8.3859,77.1559,0.5524,13.3096,23.0516,13.5902,116.2542,154.8280,24.3040,5.0000,-75.0000,1.4461,0.4088,0.0411,73.6376,3.0299,12,32,49,98.0512,30.1041,1,153.3349,1.0103,0.9772,0.9872,1.9873,0.0000,0.0000,0.0000,26.0011,0.0000,0,0.0000,0.0000,40201.0000,0.1641,0.4226,108A18AACEBE11EB89A700301809E817,1234.5054,6413.5997,14.8707
